Number,Peptide,Protein,Pmax,Kd,Rsquared,P value,MaxP,Points,Outlier 1,Outlier 2,Outlier 3,Run,Norm
Pep473,ErbB1-pY1138,PTPN11-NC,1.44E-09,544.1993142,-0.187626398,0.559261023,4.895,12,0,0,0,2,Baseline
Pep473,ErbB1-pY1138,PTPN11-NC,3.77,0.004642904,0.173822606,0.609250296,10.75,12,-13.485,0,0,3,Baseline
Pep508,ErbB1-pY1172,PTPN11-NC,99999.95,100755.3798,0.478979636,0.115152121,8.06,12,0,0,0,1,Baseline
Pep508,ErbB1-pY1172,PTPN11-NC,6.45E-07,134.9088577,-0.312630579,0.322480335,3.165,12,0,0,0,2,Baseline
Pep508,ErbB1-pY1172,PTPN11-NC,0,536.227399,0.084429161,0.794187257,5.63,12,0,0,0,3,Baseline
Pep478,ErbB1-pY1197,PTPN11-NC,83510.48,193722.5525,0.501500066,0.116035277,4.66,12,-11.59,0,0,1,Baseline
Pep478,ErbB1-pY1197,PTPN11-NC,1.79E-09,104.1557079,-0.27407353,0.414753294,5.31,12,-13.73,0,0,2,Baseline
Pep478,ErbB1-pY1197,PTPN11-NC,0,134.1257455,-0.35379697,0.285782858,1.28,12,-19.385,0,0,3,Baseline
Pep401,ErbB1-pY727,PTPN11-NC,171.03,3.529282806,0.995268049,1.85E-11,98.05,12,0,0,0,1,Baseline
Pep509,ErbB1-pY727,PTPN11-NC,163.83,2.468912087,0.998747161,2.43E-14,110.03,12,0,0,0,1,Baseline
Pep401,ErbB1-pY727,PTPN11-NC,2.63E-07,133.9908224,-0.129152326,0.689127725,4.01,12,0,0,0,2,Baseline
Pep509,ErbB1-pY727,PTPN11-NC,91403.85864,19516.40305,0.681257036,0.043325628,4.88,12,42.42,22.43,-17.24,2,Baseline
Pep401,ErbB1-pY727,PTPN11-NC,539.02,74.80958308,0.984906711,3.65E-08,64.22,12,-24.425,0,0,3,Baseline
Pep509,ErbB1-pY727,PTPN11-NC,203.8,3.452149056,0.996511429,4.05E-12,151.18,12,0,0,0,3,Baseline
Pep390,ErbB1-pY764,PTPN11-NC,99355.53,21497.26502,0.95149311,1.95E-06,25.22,12,0,0,0,1,Baseline
Pep390,ErbB1-pY764,PTPN11-NC,2.22E-07,85.0212027,-0.533245865,0.139304058,-0.21,12,-19.71,-19.27,-16.34,2,Baseline
Pep390,ErbB1-pY764,PTPN11-NC,64.51,48.70823442,0.640585594,0.02481768,10.84,12,0,0,0,3,Baseline
Pep391,ErbB1-pY801,PTPN11-NC,12.3,1.14038228,0.735930232,0.009825186,12.03,12,10.565,0,0,1,Baseline
Pep391,ErbB1-pY801,PTPN11-NC,5.90E-08,73.83458644,-0.19435063,0.616323817,7.085,12,-20.525,-18.625,-16.615,2,Baseline
Pep391,ErbB1-pY801,PTPN11-NC,96286.11,71779.76586,0.606307024,0.036619931,14.74,12,0,0,0,3,Baseline
Peptide698,ErbB1-pY801,PTPN11-NC,98972.58,110290.4773,0.810307831,0.001393215,11.94,12,0,0,0,5,TXN
Peptide698-1,ErbB1-pY801,PTPN11-NC,96764.72,87135.07918,0.878622094,0.000168658,15.2,12,0,0,0,6,Baseline
Pep619,ErbB1-pY813,PTPN11-NC,145.25,1.611823339,0.993394994,9.79E-11,129.44,12,0,0,0,3,Baseline
Pep413,ErbB1-pY827,PTPN11-NC,96358.59,52249.28392,0.805450833,0.001567212,10.74,12,0,0,0,1,Baseline
Pep413,ErbB1-pY827,PTPN11-NC,99804.55812,43311.93762,0.807678486,0.001485455,11.45,12,0,0,0,2,Baseline
Pep413,ErbB1-pY827,PTPN11-NC,98860.96,159133.807,0.715463229,0.008893831,10.12,12,0,0,0,3,Baseline
Pep459,ErbB1-pY869,PTPN11-NC,0,266.5836075,0.120892922,0.739377969,1.83,12,-12.85,-10.8,0,1,Baseline
Pep459,ErbB1-pY869,PTPN11-NC,3.12E-08,184.65923,0.082001474,0.799997858,3.43,12,0,0,0,2,Baseline
Pep459,ErbB1-pY869,PTPN11-NC,0,295.6421668,-0.130495184,0.686040257,4.55,12,0,0,0,3,Baseline
Pep618,ErbB1-pY891,PTPN11-NC,239.47,36.05247845,0.96185557,2.29E-06,51.72,12,-14.985,0,0,3,Baseline
Pep415,ErbB1-pY900,PTPN11-NC,354.58,31.88722715,0.975083244,7.25E-08,48.01,12,0,0,0,1,Baseline
Pep415,ErbB1-pY900,PTPN11-NC,9.66E-07,145.2832003,-0.057169169,0.859921539,2.23,12,0,0,0,2,Baseline
Pep415,ErbB1-pY900,PTPN11-NC,52.79,4.680224193,0.966641959,3.08E-07,33.32,12,0,0,0,3,TXN
Peptide415_1-1,ErbB1-pY900,PTPN11-NC,0,164.2063884,0.086461082,0.800446295,3.8,12,16.985,0,0,6,Baseline
Peptide415-1,ErbB1-pY900,PTPN11-NC,6.45,0.321615812,0.206983928,0.518623326,23.93,12,0,0,0,6,TXN
Pep460,ErbB1-pY915,PTPN11-NC,99860.63,20297.67342,0.947358943,2.91E-06,25.68,12,0,0,0,1,Baseline
Pep460,ErbB1-pY915,PTPN11-NC,77.931371,1297.228529,-0.18868425,0.578468859,9.265,12,-18.035,0,0,2,Baseline
Pep460,ErbB1-pY915,PTPN11-NC,190.26,18.88081423,0.986302609,3.71E-09,65.03,12,0,0,0,3,Baseline
Pep636,ErbB1-pY944,PTPN11-NC,82.49,0.690657953,0.984874259,1.38E-06,75.64,12,101.1693299,72.31632681,80.47066116,3,TXN
Peptide699,ErbB1-pY978,PTPN11-NC,99999.98,97088.3807,0.912594632,3.46E-05,12.67,12,0,0,0,5,Baseline
Pep502,ErbB1-pY998,PTPN11-NC,81.18,5.12669855,0.980959633,1.91E-08,39.38,12,0,0,0,1,Baseline
Pep502,ErbB1-pY998,PTPN11-NC,97405.57857,63783.44093,0.69086412,0.012856212,11.13,12,0,0,0,2,Baseline
Pep502,ErbB1-pY998,PTPN11-NC,49.04,4.332002556,0.931351677,1.07E-05,32.69,12,0,0,0,3,Baseline
Pep200,ErbB2-pY1005,PTPN11-NC,97086.59,23095.97939,0.862922061,0.000625571,21.19,12,-8.28,0,0,1,Baseline
Pep200,ErbB2-pY1005,PTPN11-NC,95773.20485,71784.29321,0.613445552,0.033886434,8.095,12,0,0,0,2,Baseline
Pep200,ErbB2-pY1005,PTPN11-NC,88049.71,241718.4232,0.762914162,0.003899399,4.03,12,0,0,0,3,Baseline
Pep475,ErbB2-pY1023,PTPN11-NC,166.46,13.95890155,0.971099294,1.51E-07,44.36,12,0,0,0,1,Baseline
Pep475,ErbB2-pY1023,PTPN11-NC,97222.10333,71785.54904,0.234602104,0.462982356,11.395,12,0,0,0,2,Baseline
Pep475,ErbB2-pY1023,PTPN11-NC,100.66,7.318658563,0.962513016,8.26E-06,61.14,12,16.695,22.875,0,3,Baseline
Pep261,ErbB2-pY1112,PTPN11-NC,95570.16,103786.1136,0.622462666,0.030646421,6.58,12,0,0,0,1,Baseline
Pep261,ErbB2-pY1112,PTPN11-NC,1.82E-07,131.4877792,-0.488993712,0.126910568,6.235,12,-15.975,0,0,2,Baseline
Pep261,ErbB2-pY1112,PTPN11-NC,0,144.5463204,0.032753139,0.919511752,3.59,12,0,0,0,3,Baseline
Peptide702,ErbB2-pY1112,PTPN11-NC,0,104.1057182,-0.413800061,0.181152673,9.5,12,0,0,0,5,Baseline
Pep202,ErbB2-pY1127,PTPN11-NC,99918.61,25835.23614,0.66415073,0.025827494,21.67,12,-14.425,0,0,1,Baseline
Pep202,ErbB2-pY1127,PTPN11-NC,95998.0338,55778.90822,0.592145252,0.042502435,12.615,12,0,0,0,2,Baseline
Pep202,ErbB2-pY1127,PTPN11-NC,99608.31,95784.39673,0.730535857,0.006967478,16.59,12,0,0,0,3,Baseline
Pep202,ErbB2-pY1127,PTPN11-NC,113.5,53.37535799,0.703921876,0.010618317,17.13,12,0,0,0,3,Baseline
Pep441,ErbB2-pY1139,PTPN11-NC,163.65,7.78474376,0.990108201,7.34E-10,63.91,12,0,0,0,1,Baseline
Pep441,ErbB2-pY1139,PTPN11-NC,99768.77978,15124.07862,0.939288044,5.86E-06,39.84,12,0,0,0,2,Baseline
Pep611,ErbB2-pY1139,PTPN11-NC,155.82,9.629515409,0.994742134,3.22E-10,79.65,12,-17.12,0,0,3,Baseline
Peptide703,ErbB2-pY1139,PTPN11-NC,317.49,25.05888334,0.995652852,1.21E-11,89.9,12,0,0,0,5,Baseline
Pep193,ErbB2-pY1139-18mer,PTPN11-NC,0,102.6701927,-0.637610103,0.047339547,4.88,12,-19.00033997,13.9298294,0,1,TXN
Pep193,ErbB2-pY1139-18mer,PTPN11-NC,0.00022673,3568.122701,-0.131067166,0.684726506,6.475,12,0,0,0,2,Baseline
Pep193,ErbB2-pY1139-18mer,PTPN11-NC,98894.2,153101.8533,0.705558976,0.010359718,9.56,12,0,0,0,3,Baseline
Pep193,ErbB2-pY1139-18mer,PTPN11-NC,0,134.5640563,-0.296608031,0.375782297,8.14,12,-21.87,0,0,3,Baseline
Peptide193-1,ErbB2-pY1139-18mer,PTPN11-NC,60973.07,284642.9598,0.43193463,0.160857823,5.58,12,0,0,0,6,Baseline
Pep479,ErbB2-pY1196,PTPN11-NC,97506.95,77790.05934,0.635175782,0.026465239,6.84,12,0,0,0,1,Baseline
Pep479,ErbB2-pY1196,PTPN11-NC,1.79E-06,145.7857769,-0.194482267,0.566625991,2.6,12,-13.3,0,0,2,Baseline
Pep479,ErbB2-pY1196,PTPN11-NC,0,143.9587178,-0.364441536,0.244142934,6,12,0,0,0,3,Baseline
Pep480,ErbB2-pY1221,PTPN11-NC,99997.28,28495.18657,0.892215266,9.54E-05,17.72,12,0,0,0,1,Baseline
Pep480,ErbB2-pY1221,PTPN11-NC,93207.83246,63789.45012,0.613349463,0.033922227,11.865,12,0,0,0,2,Baseline
Pep480,ErbB2-pY1221,PTPN11-NC,98241.21,45889.79658,0.916594785,2.76E-05,27,12,0,0,0,3,Baseline
Pep481,ErbB2-pY1222,PTPN11-NC,114.94,7.3148287,0.986550436,2.18E-08,45.64,12,-5.91,0,0,1,Baseline
Pep481,ErbB2-pY1222,PTPN11-NC,99999.99935,13729.56312,0.971234556,1.48E-07,40.185,12,0,0,0,2,Baseline
Pep481,ErbB2-pY1222,PTPN11-NC,102.16,11.5779361,0.978201955,3.74E-08,46.62,12,0,0,0,3,Baseline
Pep482,ErbB2-pY1248,PTPN11-NC,28507.68,188645.8339,0.096712674,0.764939453,4.35,12,0,0,0,1,Baseline
Pep482,ErbB2-pY1248,PTPN11-NC,4.76E-07,146.03369,-0.013355234,0.96714142,3.945,12,0,0,0,2,Baseline
Pep482,ErbB2-pY1248,PTPN11-NC,0,164.1048425,-0.128681574,0.6902111,10.86,12,0,0,0,3,Baseline
Pep367,ErbB2-pY685,PTPN11-NC,64.35,3.872732961,0.97608073,5.92E-08,34.77,12,0,0,0,1,Baseline
Pep367,ErbB2-pY685,PTPN11-NC,1.03E-06,152.2080239,0.282484354,0.399984756,2.645,12,-35.735,0,0,2,Baseline
Pep367,ErbB2-pY685,PTPN11-NC,99989.82,42215.90863,0.943686649,4.06E-06,27.05,12,0,0,0,3,Baseline
Pep258,ErbB2-pY735,PTPN11-NC,197.36,4.279133381,0.997577442,6.54E-13,106.65,12,0,0,0,1,Baseline
Pep258,ErbB2-pY735,PTPN11-NC,100000,8684.712643,0.985103591,5.63E-09,61.585,12,0,0,0,2,Baseline
Pep258,ErbB2-pY735,PTPN11-NC,180.28,4.090417421,0.995345422,1.71E-11,127.96,12,0,0,0,3,Baseline
Pep263,ErbB2-pY772,PTPN11-NC,95815.35,52250.86113,0.514143802,0.087252831,10.83,12,0,0,0,1,Baseline
Pep263,ErbB2-pY772,PTPN11-NC,7.11E-09,145.9312827,-0.530275263,0.093346942,4.83,12,-16.02,0,0,2,Baseline
Pep263,ErbB2-pY772,PTPN11-NC,99999.84,85641.11014,0.754626814,0.004560461,11.7,12,0,0,0,3,Baseline
Pep198,ErbB2-pY781,PTPN11-NC,36.8,14.639706,0.564357272,0.055936743,9.38,12,0,0,0,1,Baseline
Pep198,ErbB2-pY781,PTPN11-NC,9.14E-08,133.8932014,-0.110207943,0.733129565,5.96,12,0,0,0,2,Baseline
Pep198,ErbB2-pY781,PTPN11-NC,0,265.0553364,0.303458282,0.337629076,4.4,12,0,0,0,3,Baseline
Peptide700,ErbB2-pY781,PTPN11-NC,99950.94,36297.97189,0.936332592,7.40E-06,29.42,12,0,0,0,5,Baseline
Pep199,ErbB2-pY803,PTPN11-NC,37089.7,6396.035117,0.928642617,1.29E-05,28.62,12,0,0,0,1,Baseline
Pep199,ErbB2-pY803,PTPN11-NC,8.193849885,1.041657101,0.500848194,0.097195656,12.235,12,0,0,0,2,Baseline
Pep199,ErbB2-pY803,PTPN11-NC,48.48,9.140657986,0.944219893,3.87E-06,25.07,12,0,0,0,3,Baseline
Peptide701,ErbB2-pY803,PTPN11-NC,166.78,18.64623428,0.988863403,1.32E-09,57.9,12,0,0,0,5,Baseline
Peptide701,ErbB2-pY803,PTPN11-NC,157.46,15.41710568,0.99020544,6.98E-10,61.69,12,0,0,0,5,Baseline
Pep394,ErbB2-pY835,PTPN11-NC,25.48,6.344546678,0.80604939,0.001544914,11.57,12,0,0,0,1,Baseline
Pep394,ErbB2-pY835,PTPN11-NC,99474.36337,87790.7889,0.745250414,0.005406927,8.865,12,0,0,0,2,Baseline
Pep394,ErbB2-pY835,PTPN11-NC,455.91,59.19993347,0.97171842,1.36E-07,64.91,12,0,0,0,3,Baseline
Pep395,ErbB2-pY877,PTPN11-NC,99946.68,105098.0711,0.567262136,0.054409507,6,12,0,0,0,1,Baseline
Pep395,ErbB2-pY877,PTPN11-NC,0,102.9969464,-0.364404726,0.270549834,5.92,12,-12.55080596,0,0,2,TXN
Pep395,ErbB2-pY877,PTPN11-NC,0,144.4565521,-0.043297986,0.893712258,3.29,12,0,0,0,3,Baseline
Peptide395-1,ErbB2-pY877,PTPN11-NC,6.78,0,0,1,10.33,12,0,0,0,6,TXN
Pep476,ErbB3-pY1054,PTPN11-NC,0,133.8098692,-0.528792086,0.094438437,3.55,12,-16.215,0,0,1,Baseline
Pep476,ErbB3-pY1054,PTPN11-NC,3.75E-06,144.069471,-0.046424952,0.886078775,2.75,12,0,0,0,2,Baseline
Pep476,ErbB3-pY1054,PTPN11-NC,0,204.3917122,0.12480444,0.699153974,1.97,12,0,0,0,3,Baseline
Pep249,ErbB3-pY1132,PTPN11-NC,0,177.0962054,-0.533316498,0.074163384,3.34,12,0,0,0,1,Baseline
Pep249,ErbB3-pY1132,PTPN11-NC,6.27E-07,73.32812505,-0.726414923,0.017344912,-3.4,12,-15.48,-14.8,0,2,Baseline
Pep249,ErbB3-pY1132,PTPN11-NC,0,134.2025506,-0.266794702,0.401888441,5.13,12,0,0,0,3,Baseline
Peptide133,ErbB3-pY1132-18mer,PTPN11-NC,46.41,11.92669148,0.917567342,2.61E-05,20.03,12,0,0,0,3,Baseline
Pep250,ErbB3-pY1159,PTPN11-NC,294.71,13.21173457,0.991430452,3.59E-10,81.18,12,0,0,0,1,Baseline
Pep250,ErbB3-pY1159,PTPN11-NC,99999.98249,8916.857223,0.972602181,1.16E-07,59.365,12,0,0,0,2,Baseline
Pep250,ErbB3-pY1159,PTPN11-NC,98907.16,21878.96214,0.984425539,7.03E-09,45.28,12,0,0,0,3,Baseline
Peptide250-1,ErbB3-pY1159,PTPN11-NC,99999.63,24376.48759,0.979892237,2.50E-08,44.09,12,0,0,0,6,Baseline
Pep212,ErbB3-pY1159-18mer,PTPN11-NC,463.26,16.30240524,0.987400465,2.45E-09,106.74,12,0,0,0,1,Baseline
Pep212,ErbB3-pY1159-18mer,PTPN11-NC,99998.62497,9607.491443,0.979579503,1.41E-07,54.465,12,40.875,0,0,2,Baseline
Pep212,ErbB3-pY1159-18mer,PTPN11-NC,0,204.3951994,0.010882253,0.973223684,6.28,12,0,0,0,3,Baseline
Peptide212-1,ErbB3-pY1159-18mer,PTPN11-NC,63215.19,388631.9607,0.423973323,0.169580897,5.07,12,0,0,0,6,Baseline
Pep409,ErbB3-pY1197,PTPN11-NC,98081.15,97085.91062,0.569090713,0.053463226,6.25,12,0,0,0,1,Baseline
Pep409,ErbB3-pY1197,PTPN11-NC,99971.82658,24048.88415,0.919617477,2.31E-05,23.225,12,0,0,0,2,Baseline
Pep409,ErbB3-pY1197,PTPN11-NC,0,245.0694563,0.2030205,0.526837895,9.49,12,0,0,0,3,Baseline
Pep616,ErbB3-pY1199,PTPN11-NC,0,104.6422326,-0.471306329,0.143367711,3.29,12,-15.275,0,0,3,Baseline
Pep483,ErbB3-pY1222,PTPN11-NC,99929.49,25927.38922,0.842945022,0.000574522,22.64,12,0,0,0,1,Baseline
Pep483,ErbB3-pY1222,PTPN11-NC,99999.99568,54030.77673,0.88025141,0.000349507,12.395,12,-12.905,0,0,2,Baseline
Pep483,ErbB3-pY1222,PTPN11-NC,0,296.1682452,0.080007916,0.804776365,5.05,12,0,0,0,3,Baseline
Pep484,ErbB3-pY1224,PTPN11-NC,870.27,45.6704915,0.994725268,3.27E-10,86.34,12,39.075,0,0,1,Baseline
Pep484,ErbB3-pY1224,PTPN11-NC,99999.99936,13848.7544,0.97096582,1.55E-07,39.88,12,0,0,0,2,Baseline
Pep484,ErbB3-pY1224,PTPN11-NC,289.92,10.95994223,0.9940585,5.77E-11,135.28,12,0,0,0,3,Baseline
Pep485,ErbB3-pY1260,PTPN11-NC,0,134.2154361,-0.451458107,0.14068968,7.01,12,0,0,0,1,Baseline
Pep485,ErbB3-pY1260,PTPN11-NC,1.89E-09,103.9078202,-0.400823607,0.196609795,7.095,12,0,0,0,2,Baseline
Pep485,ErbB3-pY1260,PTPN11-NC,56801.15,321754.8212,0.439162437,0.153189704,4.72,12,0,0,0,3,Baseline
Pep495,ErbB3-pY1262,PTPN11-NC,94912.02,89082.29386,0.322979645,0.305844879,7.42,12,0,0,0,1,Baseline
Pep495,ErbB3-pY1262,PTPN11-NC,1.51E-09,135.1687132,-0.688032818,0.013384184,2.8,12,0,0,0,2,Baseline
Pep495,ErbB3-pY1262,PTPN11-NC,46286.46,388680.1222,0.667994007,0.017590934,3.87,12,0,0,0,3,Baseline
Pep505,ErbB3-pY1276,PTPN11-NC,99733.53,85798.1476,0.698971299,0.011429562,7.32,12,0,0,0,1,Baseline
Pep505,ErbB3-pY1276,PTPN11-NC,2.96E-06,144.6879688,-0.110241758,0.733050319,1.325,12,0,0,0,2,Baseline
Pep505,ErbB3-pY1276,PTPN11-NC,0,164.0563509,-0.089430762,0.782246585,2.1,12,0,0,0,3,Baseline
Pep498,ErbB3-pY1289,PTPN11-NC,0,145.5811672,0.029762093,0.93495306,0.52,12,-18.3,-10.58,0,1,Baseline
Pep498,ErbB3-pY1289,PTPN11-NC,4.70E-08,104.1335626,-0.137811558,0.669296981,5.22,12,0,0,0,2,Baseline
Pep498,ErbB3-pY1289,PTPN11-NC,99997.45,61384.40672,0.939369742,5.83E-06,17.55,12,0,0,0,3,Baseline
Pep251,ErbB3-pY1307,PTPN11-NC,210.59,3.864373122,0.997492265,7.78E-13,117.01,12,0,0,0,1,Baseline
Pep251,ErbB3-pY1307,PTPN11-NC,1034.874355,63.4805171,0.983896985,8.30E-09,73.53,12,0,0,0,2,Baseline
Pep251,ErbB3-pY1307,PTPN11-NC,165.52,27.51991666,0.954411235,1.44E-06,44.61,12,0,0,0,3,Baseline
Pep506,ErbB3-pY1328,PTPN11-NC,98249,87797.37087,0.650786953,0.021915103,9.38,12,0,0,0,1,Baseline
Pep506,ErbB3-pY1328,PTPN11-NC,4.37E-07,73.36158049,-0.663584102,0.026000087,3.43,12,-13.42,0,0,2,Baseline
Pep506,ErbB3-pY1328,PTPN11-NC,0,545.9580419,0.308363029,0.356221953,6.4,12,-15.455,0,0,3,Baseline
Pep494,ErbB3-pY665,PTPN11-NC,99946.91,10222.60681,0.980837436,1.97E-08,50.12,12,0,0,0,1,Baseline
Pep494,ErbB3-pY665,PTPN11-NC,99982.98013,26332.29129,0.94930109,2.42E-06,20.165,12,0,0,0,2,Baseline
Pep494,ErbB3-pY665,PTPN11-NC,372.59,39.85704563,0.989527475,9.75E-10,74.24,12,0,0,0,3,Baseline
Pep494,ErbB3-pY665,PTPN11-NC,99983.49,15114.45198,0.974555761,8.05E-08,65.89,12,0,0,0,3,TXN
Peptide494-1,ErbB3-pY665,PTPN11-NC,510.93,54.09942497,0.987582725,2.28E-09,78.81,12,0,0,0,6,Baseline
Pep209,ErbB3-pY665-18mer,PTPN11-NC,100000,27253.53986,0.807362979,0.001496831,19.9,12,0,0,0,1,Baseline
Pep209,ErbB3-pY665-18mer,PTPN11-NC,1.48E-07,172.9098038,-0.423740579,0.169840294,6.78,11,0,0,0,2,Baseline
Pep209,ErbB3-pY665-18mer,PTPN11-NC,80795.52,377734.6061,0.568059695,0.053995345,6.41,12,0,0,0,3,Baseline
Pep534,ErbB3-pY680,PTPN11-NC,8.24,0.502413168,0.657123972,0.020241532,9.51,12,0,0,0,1,Baseline
Pep534,ErbB3-pY680,PTPN11-NC,2.65E-08,265.2686027,-0.26852608,0.424636592,9.13,12,-14.14,0,0,2,Baseline
Pep534,ErbB3-pY680,PTPN11-NC,99999.98,95096.31854,0.679719924,0.015027048,13.67,12,0,0,0,3,Baseline
Pep163,ErbB3-pY680-18mer,PTPN11-NC,4.07,0.025998785,0.608803274,0.035646802,7.83,12,0,0,0,1,Baseline
Pep163,ErbB3-pY680-18mer,PTPN11-NC,1.18E-06,144.2464168,-0.279430936,0.379082869,8.5,12,0,0,0,2,Baseline
Pep163,ErbB3-pY680-18mer,PTPN11-NC,0,304.9338838,0.536209794,0.089062719,3.03,12,-19.32,0,0,3,Baseline
Pep257,ErbB3-pY789,PTPN11-NC,173.47,3.091215436,0.99589315,9.14E-12,108.83,12,0,0,0,1,Baseline
Pep257,ErbB3-pY789,PTPN11-NC,99959.58208,7757.422937,0.988766662,1.38E-09,65.28,12,0,0,0,2,Baseline
Pep257,ErbB3-pY789,PTPN11-NC,152.04,1.735800249,0.996874868,3.11E-11,129.12,12,-3.37,0,0,3,Baseline
Pep392,ErbB3-pY823,PTPN11-NC,393.33,115.9868523,0.898454125,7.15E-05,15.01,12,0,0,0,1,Baseline
Pep392,ErbB3-pY823,PTPN11-NC,4.17E-10,103.6713742,-0.781201933,0.004525952,1.555,12,-13.105,0,0,2,Baseline
Pep392,ErbB3-pY823,PTPN11-NC,39.56,2.424054086,0.927486204,1.40E-05,31.65,12,0,0,0,3,Baseline
Pep393,ErbB3-pY824,PTPN11-NC,210.6,21.8362738,0.983326664,9.87E-09,38.13,12,0,0,0,1,Baseline
Pep393,ErbB3-pY824,PTPN11-NC,99960.48134,18851.99149,0.925886308,1.55E-05,29.81,12,0,0,0,2,Baseline
Pep393,ErbB3-pY824,PTPN11-NC,124.51,19.64125176,0.971604728,1.39E-07,40.77,12,0,0,0,3,Baseline
Pep461,ErbB3-pY868,PTPN11-NC,266.3,4.922619675,0.992554653,1.78E-10,136.28,12,0,0,0,1,Baseline
Pep461,ErbB3-pY868,PTPN11-NC,99999.83823,4942.455885,0.993692472,7.78E-11,102.41,12,0,0,0,2,Baseline
Pep461,ErbB3-pY868,PTPN11-NC,206.3,2.43626161,0.999106381,4.48E-15,167.32,12,0,0,0,3,Baseline
Pep535,ErbB3-pY912,PTPN11-NC,99997.15,11459.07267,0.975921185,6.12E-08,46.9,12,0,0,0,1,Baseline
Pep535,ErbB3-pY912,PTPN11-NC,97600.13984,55745.65197,0.598413314,0.039821892,11.395,12,0,0,0,2,Baseline
Pep535,ErbB3-pY912,PTPN11-NC,309.31,36.65144022,0.990621678,5.62E-10,65.39,12,0,0,0,3,Baseline
Pep133,ErbB3-pY912-18mer,PTPN11-NC,7.29,0.328489695,0.568992326,0.053513845,8.86,12,0,0,0,1,Baseline
Pep133,ErbB3-pY912-18mer,PTPN11-NC,3.943511717,0.003971574,0.122443308,0.704617414,10.935,12,0,0,0,2,Baseline
Pep133,ErbB3-pY912-18mer,PTPN11-NC,0,134.1908932,-0.197795556,0.537751505,-1.14,12,0,0,0,3,Baseline
Pep407,ErbB3-pY975,PTPN11-NC,32.24,22.84264609,0.775635858,0.003029143,7.48,12,0,0,0,1,Baseline
Pep407,ErbB3-pY975,PTPN11-NC,1.25E-09,103.7287842,-0.212707981,0.506858974,3.47,12,0,0,0,2,Baseline
Pep407,ErbB3-pY975,PTPN11-NC,96694.31,127806.7195,0.781875483,0.004468277,7.72,12,-16.11,0,0,3,Baseline
Pep253,ErbB4-pY1022,PTPN11-NC,0,135.3704644,-0.129968346,0.68725103,0.85,12,0,0,0,1,Baseline
Pep253,ErbB4-pY1022,PTPN11-NC,3.10E-08,133.1474454,-0.237231216,0.457836844,8.45,12,0,0,0,2,Baseline
Pep253,ErbB4-pY1022,PTPN11-NC,3.78,0.298779945,0.513361967,0.106293017,11.79,12,-15.73,0,0,3,Baseline
Pep542,ErbB4-pY1035,PTPN11-NC,95649.57,55778.69048,0.781990278,0.002654292,12.14,12,0,0,0,1,Baseline
Pep542,ErbB4-pY1035,PTPN11-NC,4.30E-10,103.5896882,-0.660188266,0.019466654,6.955,12,0,0,0,2,Baseline
Pep542,ErbB4-pY1035,PTPN11-NC,89050.4,167103.6095,0.246036695,0.440802088,8.76,12,0,0,0,3,Baseline
Pep227,ErbB4-pY1056,PTPN11-NC,0,141.3838521,-0.480968545,0.134220042,6.99,12,9.55,0,0,1,Baseline
Pep227,ErbB4-pY1056,PTPN11-NC,1.45E-07,146.2200643,-0.177896045,0.600753995,3.885,12,-15.295,0,0,2,Baseline
Pep227,ErbB4-pY1056,PTPN11-NC,97628.89,161112.6133,0.580933658,0.047611804,7.53,12,0,0,0,3,Baseline
Pep227,ErbB4-pY1056,PTPN11-NC,95085.13,48776.08361,0.658687721,0.053696567,21.65,12,19.325,16.325,14.155,3,Baseline
Pep207,ErbB4-pY1056-18mer,PTPN11-NC,98530.47,51131.12566,0.64606914,0.023224879,10.91,12,0,0,0,1,Baseline
Pep207,ErbB4-pY1056-18mer,PTPN11-NC,9271.517004,12805.91252,0.485084614,0.109934984,3.825,12,0,0,0,2,Baseline
Pep537,ErbB4-pY1066,PTPN11-NC,99354.67,24429.9343,0.956051686,5.61E-05,23.36,12,-14.83,-14.6,-10.19,1,Baseline
Pep537,ErbB4-pY1066,PTPN11-NC,15043.76117,25672.93308,0.352495285,0.317794492,5.1,12,-25.3,-16.91,0,2,Baseline
Pep537,ErbB4-pY1066,PTPN11-NC,117.83,29.92022693,0.864781572,0.000282461,30.23,12,0,0,0,3,Baseline
Pep143,ErbB4-pY1066-18mer,PTPN11-NC,2.93,0.213570125,0.592533738,0.054738721,6.11,12,9.515,0,0,1,Baseline
Pep143,ErbB4-pY1066-18mer,PTPN11-NC,1.14E-07,134.4480321,-0.257773388,0.41858198,5.79,12,0,0,0,2,Baseline
Pep143,ErbB4-pY1066-18mer,PTPN11-NC,0,215.8260917,-0.213171377,0.505911773,6.4,12,0,0,0,3,Baseline
Pep254,ErbB4-pY1081,PTPN11-NC,13.11,1.989614495,0.901528448,6.17E-05,9.61,12,0,0,0,1,Baseline
Pep254,ErbB4-pY1081,PTPN11-NC,28.80853491,1613.214619,0.192926671,0.569794008,3.515,12,-18.465,0,0,2,Baseline
Pep254,ErbB4-pY1081,PTPN11-NC,99902.07,43440.49824,0.840919807,0.000610337,28.53,12,0,0,0,3,Baseline
Pep255,ErbB4-pY1128,PTPN11-NC,5985.43,5156.601197,0.557982573,0.059392647,6.4,12,0,0,0,1,Baseline
Pep255,ErbB4-pY1128,PTPN11-NC,9.03E-11,104.0881601,-0.126797218,0.745126649,-0.18,12,-16.37,-14.99,12.52,2,Baseline
